Order ID,Order Date,Customer ID,Customer Segment,Sales Channel,Region,Product ID,Category,Product Name,Unit Price,Quantity,Discount Pct,Revenue,Inventory On Hand,Reorder Level
O50323,2025-09-10,C10276,Repeat,ORGANIC SEARCH,West,P1006,Outerwear,Commuter Blazer,174.0,2,0.0,348.0,371.0,51
O50323,2025-09-10,C10276,Repeat,Organic Search,West,P1002,Tops,Everyday Shirt,71.0,3,0.1,191.7,190.0,67
O50324,2025-02-11,C10224,Repeat,Email Campaign,South,P1014,Loungewear,Cozy Hoodie,126.36,1,0.1,113.72,105.0,49
O50324,2025-02-11,C10224,Repeat,Email Campaign,South,P1005,Bottoms,Weekend Skirt,109.0,1,0.2,87.2,238.0,41
O50324,2025-02-11,C10224,Repeat,Email Campaign,South,P1009,Dresses,Wrap Dress,160.0,1,0.1,144.0,,40
O50325,2025-01-21,C10306,New,Email Campaign,Midwest,P1011,Dresses,Travel Dress,141.0,1,0.1,126.9,164.0,77
O50325,2025-01-21,C10306,New,Email Campaign,Midwest,P1009,Dresses,Wrap Dress,160.0,1,0.1,144.0,219.0,40
O50326,2025-06-15,C10221,Repeat,EMAIL CAMPAIGN,West,P1010,Dresses,Shift Dress,159.04,1,0.2,127.23,298.0,75
O50327,2025-05-09,C10309,Repeat,Mobile App,West,P1004,Bottoms,Easy Trouser,116.0,1,0.05,110.2,164.0,79
O50327,2025-05-09,C10309,Repeat,Mobile App,West,P1013,Loungewear,Relaxed Jogger,85.0,1,0.15,72.25,385.0,79
O50328,2025-02-16,C10013,New,Paid Social,Midwest,P1007,Outerwear,Layer Jacket,196.0,1,0.0,196.0,254.0,40
O50329,2025-12-12,C10117,Repeat,Mobile App,West,P1013,Loungewear,Relaxed Jogger,91.8,4,0.05,348.84,381.0,79
O50330,2025-10-28,C10294,VIP,Web,Northeast,P1008,Outerwear,Transit Coat,252.88,1,0.05,240.24,373.0,47
O50331,2025-12-11,C10010,Repeat,Organic Search,West,P1002,Tops,Everyday Shirt,71.0,1,0.2,56.8,189.0,67
O50332,2025-10-23,C10137,VIP,Paid Social,Midwest,P1011,Dresses,Travel Dress,141.0,4,0.2,451.2,160.0,77
O50332,2025-10-23,C10137,VIP,Paid Social,Midwest,P1009,Dresses,Wrap Dress,160.0,1,0.05,152.0,218.0,40
O50333,2025-03-31,C10020,VIP,Web,West,P1013,Loungewear,Relaxed Jogger,85.0,4,0.0,340.0,377.0,79
O50333,2025-03-31,C10020,VIP,Web,West,P1004,Bottoms,Easy Trouser,116.0,1,0.05,110.2,163.0,79
O50333,2025-03-31,C10020,VIP,Web,West,P1007,Outerwear,Layer Jacket,196.0,1,0.0,196.0,253.0,40
O50334,2025-09-23,C10240,New,Organic Search,South,P1006,Outerwear,Commuter Blazer,174.0,1,0.15,147.9,370.0,51
O50335,2025-08-15,C10333,Repeat,Web,Northeast,P1006,Outerwear,Commuter Blazer,150.0,1,0.0,150.0,369.0,51
O50336,2025-04-03,C10142,Repeat,Organic Search,Northeast,P1004,Bottoms,Easy Trouser,116.0,2,0.1,208.8,161.0,79
O50336,2025-04-03,C10142,Repeat,Organic Search,Northeast,P1012,Loungewear,Soft Set,78.0,1,0.05,74.1,336.0,81
O50337,2025-08-12,C10299,Repeat,Mobile App,Midwest,P1012,Loungewear,Soft Set,78.0,2,0.0,156.0,334.0,81
O50337,2025-08-12,C10299,Repeat,Mobile App,Midwest,P1009,Dresses,Wrap Dress,160.0,3,0.1,432.0,215.0,40
O50338,2025-09-09,C10325,Repeat,Paid Social,Midwest,P1001,Tops,Air Tunic,62.0,2,0.0,124.0,113.0,72
O50338,2025-09-09,C10325,Repeat,Paid Social,Midwest,P1008,Outerwear,Transit Coat,252.88,2,0.1,455.18,371.0,47
O50339,2025-08-29,C10046,Repeat,Organic Search,Northeast,P1014,Loungewear,Cozy Hoodie,117.0,1,0.15,99.45,104.0,49
O50339,2025-08-29,C10046,Repeat,Organic Search,Northeast,P1007,Outerwear,Layer Jacket,196.0,1,0.1,176.4,252.0,40
O50340,2025-07-29,C10178,Repeat,Paid Social,West,P1010,Dresses,Shift Dress,159.04,2,0.0,318.08,296.0,75
O50341,2025-06-14,C10170,Repeat,Mobile App,Northeast,P1009,Dresses,Wrap Dress,179.2,1,0.0,179.2,214.0,40
O50341,2025-06-14,C10170,Repeat,Mobile App,Northeast,P1004,Bottoms,Easy Trouser,116.0,3,0.05,$330.60,158.0,79
O50342,2025-02-23,C10343,New,Organic Search,West,P1002,Tops,Everyday Shirt,71.0,1,0.05,67.45,188.0,67
O50342,2025-02-23,C10343,New,Organic Search,West,P1005,Bottoms,Weekend Skirt,109.0,1,0.0,109.0,237.0,41
O50342,2025-02-23,C10343,New,Organic Search,West,P1011,Dresses,Travel Dress,141.0,1,0.1,126.9,159.0,77
O50343,2025-06-18,C10082,Repeat,Mobile App,West,P1002,Tops,Everyday Shirt,71.0,1,0.15,60.35,187.0,67
O50344,2025-12-22,C10210,VIP,Paid Social,Northeast,P1011,Dresses,Travel Dress,141.0,2,0.0,282.0,157.0,77
O50344,2025-12-22,C10210,VIP,Paid Social,Northeast,P1006,Outerwear,Commuter Blazer,174.0,3,0.05,495.9,366.0,51
O50345,2025-05-28,C10253,Repeat,Web,South,P1003,Bottoms,Tailored Pant,89.0,3,0.1,240.3,363.0,61
O50345,2025-05-28,C10253,Repeat,Web,South,P1008,Outerwear,Transit Coat,218.0,2,0.0,436.0,369.0,47
O50345,2025-05-28,C10253,Repeat,Web,South,P1014,Loungewear,Cozy Hoodie,117.0,1,0.0,117.0,103.0,49
O50346,2025-07-25,C10339,Repeat,Web,South,P1003,Bottoms,Tailored Pant,89.0,4,0.0,356.0,359.0,61
O50347,2025-10-09,C10416,Repeat,Organic Search,Northeast,P1014,Loungewear,Cozy Hoodie,117.0,1,0.0,117.0,102.0,49
O50347,2025-10-09,C10416,Repeat,Organic Search,Northeast,P1008,Outerwear,Transit Coat,252.88,2,0.1,455.18,367.0,47
O50348,2025-08-21,C10018,Repeat,Web,Northeast,P1002,Tops,Everyday Shirt,71.0,1,0.2,56.8,,67
O50349,2025-06-11,C10045,Repeat,Mobile App,South,P1001,Tops,Air Tunic,62.0,3,0.15,158.1,110.0,72
O50349,2025-06-11,C10045,Repeat,Mobile App,South,P1010,Dresses,Shift Dress,159.04,1,0.05,$151.09,295.0,75
O50350,2025-06-15,C10129,Repeat,Email Campaign,West,P1012,Loungewear,Soft Set,78.0,2,0.1,140.4,332.0,81
O50351,2025-07-26,C10059,VIP,Mobile App,South,P1002,Tops,Everyday Shirt,71.0,1,0.0,71.0,185.0,67
O50352,2025-01-01,C10263,New,Organic Search,Midwest,P1011,Dresses,Travel Dress,141.0,1,0.1,126.9,156.0,77
O50353,2025-10-05,C10336,Repeat,Paid Social,Midwest,P1000,Tops,Classic Tee,78.0,1,0.1,70.2,200.0,49
O50354,2025-07-31,C10236,VIP,Web,Midwest,P1010,Dresses,Shift Dress,159.04,1,0.1,143.14,294.0,75
O50355,2025-04-07,C10027,New,ORGANIC SEARCH,Northeast,P1014,Loungewear,Cozy Hoodie,117.0,1,0.0,117.0,101.0,49
O50355,2025-04-07,C10027,New,Organic Search,Northeast,P1007,Outerwear,Layer Jacket,196.0,1,0.05,186.2,251.0,40
O50356,2025-07-05,C10265,Repeat,Organic Search,South,P1005,Bottoms,Weekend Skirt,109.0,2,0.0,218.0,235.0,41
O50356,2025-07-05,C10265,Repeat,Organic Search,South,P1012,Loungewear,Soft Set,78.0,1,0.05,74.1,331.0,81
O50357,2025-09-13,C10318,Repeat,Web,South,P1002,Tops,Everyday Shirt,71.0,1,0.1,63.9,184.0,67
O50358,2025-08-15,C10320,VIP,Email Campaign,South,P1006,Outerwear,Commuter Blazer,150.0,2,0.15,255.0,364.0,51
O50359,2025-01-27,C10389,New,Paid Social,West,P1005,Bottoms,Weekend Skirt,109.0,1,0.05,103.55,234.0,41
O50360,2025-05-17,C10104,Repeat,Organic Search,South,P1004,Bottoms,Easy Trouser,116.0,3,0.2,278.4,155.0,79
O50361,2025-03-09,C10281,Repeat,Web,Northeast,P1002,Tops,Everyday Shirt,71.0,1,0.1,63.9,183.0,67
O50362,2025-08-13,C10147,Repeat,Organic Search,West,P1010,Dresses,Shift Dress,142.0,2,0.0,284.0,292.0,75
O50363,2025-09-06,C10357,Repeat,Organic Search,West,P1014,Loungewear,Cozy Hoodie,117.0,1,0.05,111.15,100.0,49
O50364,2025-01-15,C10062,New,Mobile App,Midwest,P1011,Dresses,Travel Dress,141.0,3,0.0,423.0,153.0,77
O50364,2025-01-15,C10062,New,Mobile App,Midwest,P1010,Dresses,Shift Dress,142.0,2,0.0,284.0,290.0,75
O50364,2025-01-15,C10062,New,Mobile App,Midwest,P1002,Tops,Everyday Shirt,71.0,2,0.0,$142.00,181.0,67
O50365,2025-11-08,C10322,Repeat,Web,Northeast,P1000,Tops,Classic Tee,78.0,2,0.05,148.2,198.0,49
O50365,2025-11-08,C10322,Repeat,Web,Northeast,P1014,Loungewear,Cozy Hoodie,117.0,1,0.0,117.0,99.0,49
O50366,2025-05-03,C10409,New,Paid Social,Northeast,P1003,Bottoms,Tailored Pant,89.0,1,0.05,84.55,358.0,61
O50366,2025-05-03,C10409,New,Paid Social,Northeast,P1012,Loungewear,Soft Set,78.0,1,0.1,70.2,330.0,81
O50367,2025-03-23,C10363,New,Organic Search,West,P1004,Bottoms,Easy Trouser,116.0,1,0.0,116.0,154.0,79
O50368,2025-10-10,C10159,New,Web,West,P1011,Dresses,Travel Dress,141.0,1,0.0,141.0,152.0,77
O50369,2025-10-10,C10007,Repeat,Organic Search,West,P1003,Bottoms,Tailored Pant,89.0,1,0.05,84.55,357.0,61
O50369,2025-10-10,C10007,Repeat,Organic Search,West,P1008,Outerwear,Transit Coat,252.88,1,0.1,227.59,366.0,47
O50369,2025-10-10,C10007,Repeat,Organic Search,West,P1004,Bottoms,Easy Trouser,116.0,2,0.1,208.8,152.0,79
O50370,2025-02-17,C10208,New,Organic Search,Northeast,P1009,Dresses,Wrap Dress,160.0,3,0.2,384.0,211.0,40
O50371,2025-02-28,C10115,New,Web,Northeast,P1006,Outerwear,Commuter Blazer,150.0,2,0.1,270.0,362.0,51
O50371,2025-02-28,C10115,New,Web,Northeast,P1003,Bottoms,Tailored Pant,89.0,1,0.2,71.2,356.0,61
O50372,2025-03-02,C10236,New,Paid Social,South,P1008,Outerwear,Transit Coat,218.0,1,0.05,207.1,365.0,47
O50372,2025-03-02,C10236,New,Paid Social,South,P1011,Dresses,Travel Dress,141.0,1,0.2,112.8,151.0,77
O50373,2025-03-20,C10331,Repeat,Mobile App,West,P1009,Dresses,Wrap Dress,160.0,1,0.05,152.0,210.0,40
O50374,2025-05-30,C10255,Repeat,Web,Midwest,P1001,Tops,Air Tunic,62.0,4,0.05,235.6,106.0,72
O50375,2025-12-28,C10260,Repeat,Email Campaign,South,P1006,Outerwear,Commuter Blazer,174.0,1,0.2,139.2,361.0,51
O50375,2025-12-28,C10260,Repeat,Email Campaign,South,P1014,Loungewear,Cozy Hoodie,126.36,1,0.1,113.72,98.0,49
O50376,2025-08-01,C10139,VIP,Web,West,P1002,Tops,Everyday Shirt,71.0,1,0.0,71.0,180.0,67
O50377,2025-08-30,C10247,Repeat,Mobile App,Northeast,P1005,Bottoms,Weekend Skirt,109.0,1,0.15,92.65,233.0,41
O50378,2025-08-22,C10124,Repeat,Mobile App,South,P1004,Bottoms,Easy Trouser,116.0,1,0.0,116.0,151.0,79
O50378,2025-08-22,C10124,Repeat,Mobile App,South,P1012,Loungewear,Soft Set,78.0,1,0.2,62.4,329.0,81
O50379,2025-03-16,C10282,Repeat,Web,South,P1014,Loungewear,Cozy Hoodie,117.0,1,0.1,105.3,97.0,49
O50380,2025-04-08,C10196,Repeat,Paid Social,Northeast,P1003,Bottoms,Tailored Pant,89.0,3,0.0,267.0,353.0,61
O50381,2025-09-18,C10306,VIP,Web,West,P1006,outerwear,Commuter Blazer,174.0,3,0.05,495.9,358.0,51
O50382,2025-03-11,C10382,New,Web,West,P1001,Tops,Air Tunic,62.0,1,0.1,55.8,105.0,72
O50383,2025-05-22,C10035,Repeat,Web,Northeast,P1011,Dresses,Travel Dress,157.92,2,0.0,315.84,149.0,77
O50384,2025-08-01,C10395,Repeat,Mobile App,Midwest,P1008,Outerwear,Transit Coat,218.0,1,0.1,$196.20,364.0,47
O50384,2025-08-01,C10395,Repeat,Mobile App,Midwest,P1005,Bottoms,Weekend Skirt,109.0,1,0.0,109.0,232.0,41
O50384,2025-08-01,C10395,Repeat,Mobile App,Midwest,P1009,Dresses,Wrap Dress,160.0,1,0.0,160.0,209.0,40
O50385,2025-09-17,C10174,Repeat,Mobile App,South,P1006,Outerwear,Commuter Blazer,174.0,1,0.0,174.0,357.0,51
O50385,2025-09-17,C10174,Repeat,Mobile App,South,P1005,Bottoms,Weekend Skirt,109.0,1,0.0,109.0,231.0,41
O50385,2025-09-17,C10174,Repeat,Mobile App,South,P1003,Bottoms,Tailored Pant,89.0,2,0.0,178.0,351.0,61
O50386,2025-01-02,C10136,New,Organic Search,Northeast,P1000,Tops,Classic Tee,78.0,1,0.15,66.3,197.0,49
O50386,2025-01-02,C10136,New,Organic Search,Northeast,P1008,Outerwear,Transit Coat,218.0,1,0.0,218.0,363.0,47
O50387,2025-06-02,C10144,New,Mobile App,West,P1007,outerwear,Layer Jacket,196.0,2,0.1,352.8,249.0,40
O50387,2025-06-02,C10144,New,Mobile App,West,P1006,Outerwear,Commuter Blazer,150.0,1,0.0,150.0,356.0,51
O50388,2025-10-24,C10300,Repeat,Web,West,P1008,Outerwear,Transit Coat,252.88,1,0.0,252.88,362.0,47
O50388,2025-10-24,C10300,Repeat,Web,West,P1002,Tops,Everyday Shirt,71.0,1,0.0,71.0,179.0,67
O50389,2025-09-08,C10337,New,Web,South,P1005,Bottoms,Weekend Skirt,109.0,1,0.0,109.0,230.0,41
O50390,2025-08-17,C10076,Repeat,Organic Search,South,P1006,Outerwear,Commuter Blazer,150.0,3,0.0,$450.00,353.0,51
O50391,2025-09-05,C10275,VIP,Web,West,P1013,Loungewear,Relaxed Jogger,85.0,1,0.1,76.5,376.0,79
O50391,2025-09-05,C10275,VIP,Web,West,P1010,Dresses,Shift Dress,142.0,1,0.1,127.8,289.0,75
O50391,2025-09-05,C10275,VIP,Web,West,P1002,Tops,Everyday Shirt,71.0,2,0.0,142.0,177.0,67
O50392,2025-06-20,C10176,Repeat,Organic Search,South,P1012,Loungewear,Soft Set,78.0,1,0.0,78.0,328.0,81
O50392,2025-06-20,C10176,Repeat,Organic Search,South,P1010,Dresses,Shift Dress,159.04,2,0.0,318.08,287.0,75
O50392,2025-06-20,C10176,Repeat,Organic Search,South,P1000,Tops,Classic Tee,78.0,2,0.05,148.2,195.0,49
O50393,2025-10-06,C10282,Repeat,Paid Social,South,P1013,Loungewear,Relaxed Jogger,85.0,1,0.0,85.0,375.0,79
O50394,2025-08-22,C10193,Repeat,Email Campaign,West,P1004,Bottoms,Easy Trouser,116.0,4,0.1,417.6,147.0,79
O50395,2025-04-07,C10164,Repeat,Web,Northeast,P1000,Tops,Classic Tee,78.0,1,0.1,70.2,194.0,49
O50396,2025-05-03,C10357,Repeat,Organic Search,Northeast,P1014,Loungewear,Cozy Hoodie,117.0,2,0.15,198.9,95.0,49
O50397,2025-07-16,C10292,Repeat,Email Campaign,South,P1001,Tops,Air Tunic,62.0,2,0.2,99.2,103.0,72
O50397,2025-07-16,C10292,Repeat,Email Campaign,South,P1011,Dresses,Travel Dress,157.92,1,0.15,134.23,148.0,77
O50398,2025-07-30,C10119,VIP,Organic Search,West,P1011,Dresses,Travel Dress,157.92,4,0.0,631.68,144.0,77
O50399,2025-06-12,C10022,Repeat,Web,South,P1008,Outerwear,Transit Coat,218.0,1,0.0,218.0,361.0,47
O50399,2025-06-12,C10022,Repeat,Web,South,P1011,Dresses,Travel Dress,157.92,3,0.0,$473.76,141.0,77
O50400,2025-08-31,C10381,Repeat,Mobile App,South,P1008,Outerwear,Transit Coat,218.0,1,0.1,196.2,360.0,47
O50400,2025-08-31,C10381,Repeat,Mobile App,South,P1012,loungewear,Soft Set,78.0,1,0.0,78.0,327.0,81
O50400,2025-08-31,C10381,Repeat,Mobile App,South,P1004,Bottoms,Easy Trouser,116.0,2,0.0,232.0,145.0,79
O50401,2025-07-15,C10361,Repeat,Web,Midwest,P1012,Loungewear,Soft Set,78.0,2,0.05,148.2,325.0,81
O50401,2025-07-15,C10361,Repeat,Web,Midwest,P1000,Tops,Classic Tee,78.0,1,0.05,74.1,193.0,49
O50402,2025-12-06,C10197,Repeat,Web,Northeast,P1004,Bottoms,Easy Trouser,116.0,1,0.1,104.4,144.0,79
O50403,2025-11-30,C10405,Repeat,Mobile App,Northeast,P1002,Tops,Everyday Shirt,71.0,1,0.1,63.9,176.0,67
O50403,2025-11-30,C10405,Repeat,Mobile App,Northeast,P1007,Outerwear,Layer Jacket,227.36,2,0.05,431.98,247.0,40
O50403,2025-11-30,C10405,Repeat,Mobile App,Northeast,P1004,Bottoms,Easy Trouser,116.0,1,0.0,116.0,143.0,79
O50404,2025-09-11,C10077,New,Web,South,P1001,Tops,Air Tunic,62.0,1,0.05,58.9,102.0,72
O50405,2025-03-06,C10018,Repeat,Email Campaign,West,P1007,Outerwear,Layer Jacket,196.0,1,0.15,166.6,246.0,40
O50405,2025-03-06,C10018,Repeat,Email Campaign,West,P1005,Bottoms,Weekend Skirt,109.0,2,0.15,185.3,228.0,41
O50406,2025-10-30,C10257,VIP,Email Campaign,South,P1009,Dresses,Wrap Dress,160.0,3,0.1,432.0,,40
O50406,2025-10-30,C10257,VIP,Email Campaign,South,P1003,Bottoms,Tailored Pant,89.0,1,0.2,71.2,350.0,61
O50406,2025-10-30,C10257,VIP,Email Campaign,,P1007,Outerwear,Layer Jacket,227.36,1,0.1,204.62,245.0,40
O50407,2025-02-21,C10169,VIP,Organic Search,South,P1010,Dresses,Shift Dress,142.0,1,0.0,142.0,286.0,75
O50408,2025-02-21,C10225,New,Web,South,P1002,Tops,Everyday Shirt,71.0,1,0.05,$67.45,175.0,67
O50408,2025-02-21,C10225,New,Web,South,P1010,Dresses,Shift Dress,142.0,1,0.0,142.0,285.0,75
O50409,2025-08-22,C10269,Repeat,Organic Search,Northeast,P1005,Bottoms,Weekend Skirt,109.0,1,0.05,103.55,227.0,41
O50409,2025-08-22,C10269,Repeat,Organic Search,Northeast,P1013,Loungewear,Relaxed Jogger,85.0,1,0.1,76.5,374.0,79
O50410,2025-03-15,C10007,Repeat,Web,South,P1001,Tops,Air Tunic,62.0,1,0.0,62.0,101.0,72
O50411,2025-12-02,C10209,Repeat,Mobile App,West,P1014,Loungewear,Cozy Hoodie,126.36,1,0.0,126.36,94.0,49
O50412,2025-02-08,C10079,New,Mobile App,Midwest,P1008,Outerwear,Transit Coat,218.0,3,0.2,523.2,357.0,47
O50412,2025-02-08,C10079,New,Mobile App,Midwest,P1014,Loungewear,Cozy Hoodie,126.36,1,0.05,120.04,93.0,49
O50413,2025-05-16,C10240,Repeat,Web,South,P1012,Loungewear,Soft Set,78.0,1,0.05,74.1,324.0,81
O50413,2025-05-16,C10240,Repeat,Web,South,P1004,Bottoms,Easy Trouser,116.0,1,0.05,110.2,142.0,79
O50414,2025-11-16,C10173,Repeat,Mobile App,Northeast,P1005,Bottoms,Weekend Skirt,109.0,1,0.15,92.65,226.0,41
O50415,2025-07-23,C10354,Repeat,Paid Social,South,P1008,Outerwear,Transit Coat,218.0,1,0.05,207.1,356.0,47
O50415,2025-07-23,C10354,Repeat,Paid Social,South,P1014,Loungewear,Cozy Hoodie,117.0,1,0.0,117.0,92.0,49
O50416,2025-02-11,C10332,New,Email Campaign,Northeast,P1008,Outerwear,Transit Coat,218.0,1,0.1,$196.20,355.0,47
O50416,2025-02-11,C10332,New,Email Campaign,Northeast,P1003,Bottoms,Tailored Pant,89.0,1,0.15,75.65,349.0,61
O50417,2025-12-12,C10168,Repeat,Web,South,P1011,Dresses,Travel Dress,141.0,1,0.1,$126.90,140.0,77
O50418,2025-07-14,C10273,Repeat,Email Campaign,Northeast,P1007,Outerwear,Layer Jacket,196.0,1,0.2,156.8,244.0,40
O50419,2025-11-17,C10162,Repeat,Web,Midwest,P1003,Bottoms,Tailored Pant,89.0,1,0.0,89.0,348.0,61
O50419,2025-11-17,C10162,Repeat,Web,Midwest,P1011,Dresses,Travel Dress,141.0,1,0.1,126.9,139.0,77
O50420,2025-09-07,C10367,Repeat,Organic Search,South,P1014,Loungewear,Cozy Hoodie,117.0,2,0.0,234.0,90.0,49
O50421,2025-01-19,C10277,New,Paid Social,Northeast,P1002,Tops,Everyday Shirt,71.0,3,0.15,181.05,172.0,67
O50422,2025-02-05,C10316,Repeat,Organic Search,Midwest,P1014,Loungewear,Cozy Hoodie,126.36,1,0.05,120.04,89.0,49
O50422,2025-02-05,C10316,Repeat,Organic Search,Midwest,P1013,Loungewear,Relaxed Jogger,91.8,1,,87.21,373.0,79
O50423,2025-11-20,C10120,VIP,Paid Social,West,P1008,Outerwear,Transit Coat,252.88,3,0.1,682.78,352.0,47
O50423,2025-11-20,C10120,VIP,Paid Social,West,P1002,Tops,Everyday Shirt,71.0,1,0.05,$67.45,171.0,67
O50424,2025-05-28,C10350,VIP,ORGANIC SEARCH,Northeast,P1012,Loungewear,Soft Set,78.0,1,0.0,78.0,323.0,81
O50424,2025-05-28,C10350,VIP,Organic Search,Northeast,P1002,Tops,Everyday Shirt,71.0,1,0.1,63.9,170.0,67
O50425,2025-02-16,C10116,New,Email Campaign,Midwest,P1000,Tops,Classic Tee,78.0,1,0.15,66.3,192.0,49
O50425,2025-02-16,C10116,New,Email Campaign,Midwest,P1010,Dresses,Shift Dress,142.0,1,0.15,120.7,284.0,75
O50426,2025-02-20,C10222,Repeat,Email Campaign,South,P1013,Loungewear,Relaxed Jogger,91.8,1,0.15,78.03,372.0,79
O50427,2025-11-21,C10389,Repeat,Web,South,P1010,Dresses,Shift Dress,142.0,3,0.0,426.0,281.0,75
O50428,2025-02-21,C10360,New,Web,Midwest,P1009,Dresses,Wrap Dress,160.0,1,0.1,$144.00,205.0,40
O50429,2025-03-27,C10227,VIP,Email Campaign,West,P1001,Tops,Air Tunic,62.0,1,0.15,52.7,100.0,72
O50429,2025-03-27,C10227,VIP,Email Campaign,West,P1006,Outerwear,Commuter Blazer,150.0,1,0.15,127.5,352.0,51
O50430,2025-06-03,C10355,VIP,Web,West,P1006,Outerwear,Commuter Blazer,150.0,1,0.0,150.0,351.0,51
O50430,2025-06-03,C10355,VIP,Web,West,P1000,Tops,Classic Tee,78.0,2,0.05,148.2,190.0,49
O50431,2025-01-24,C10014,New,Paid Social,West,P1005,Bottoms,Weekend Skirt,109.0,1,0.0,109.0,225.0,41
O50431,2025-01-24,C10014,New,Paid Social,West,P1004,Bottoms,Easy Trouser,116.0,1,0.05,110.2,141.0,79
O50432,2025-01-29,C10166,New,Organic Search,West,P1001,Tops,Air Tunic,62.0,1,0.0,62.0,99.0,72
O50432,2025-01-29,C10166,New,Organic Search,West,P1004,Bottoms,Easy Trouser,116.0,1,0.1,104.4,140.0,79
O50433,2025-07-03,C10150,Repeat,Paid Social,South,P1010,Dresses,Shift Dress,159.04,2,0.0,318.08,279.0,75
O50434,2025-08-09,C10191,VIP,Mobile App,South,P1001,Tops,Air Tunic,62.0,1,0.0,62.0,98.0,72
O50434,2025-08-09,C10191,VIP,Mobile App,South,P1005,Bottoms,Weekend Skirt,109.0,1,0.0,109.0,224.0,41
O50435,2025-05-06,C10074,VIP,Web,Northeast,P1006,Outerwear,Commuter Blazer,150.0,2,0.05,285.0,349.0,51
O50436,2025-07-30,C10271,Repeat,Web,West,P1000,Tops,Classic Tee,78.0,1,0.05,74.1,189.0,49
O50437,2025-12-16,C10289,VIP,Paid Social,,P1014,Loungewear,Cozy Hoodie,126.36,1,0.0,126.36,88.0,49
O50437,2025-12-16,C10289,VIP,Paid Social,South,P1005,Bottoms,Weekend Skirt,109.0,1,0.15,92.65,223.0,41
O50438,2025-04-03,C10405,Repeat,Mobile App,South,P1004,Bottoms,Easy Trouser,116.0,1,0.0,116.0,139.0,79
O50439,2025-03-31,C10087,Repeat,Web,West,P1010,Dresses,Shift Dress,142.0,2,0.05,269.8,277.0,75
O50440,2025-11-09,C10040,Repeat,Web,West,P1010,Dresses,Shift Dress,142.0,4,0.0,568.0,273.0,75
O50441,2025-11-14,C10195,Repeat,Mobile App,Midwest,P1008,Outerwear,Transit Coat,252.88,1,,227.59,351.0,47
O50442,2025-05-04,C10349,Repeat,Paid Social,South,P1012,Loungewear,Soft Set,78.0,1,0.05,74.1,322.0,81
O50442,2025-05-04,C10349,Repeat,Paid Social,South,P1003,Bottoms,Tailored Pant,89.0,2,0.0,178.0,346.0,61
O50443,2025-10-26,C10254,New,Web,West,P1005,Bottoms,Weekend Skirt,109.0,2,0.0,218.0,221.0,41
O50443,2025-10-26,C10254,New,Web,West,P1008,outerwear,Transit Coat,252.88,4,0.15,859.79,347.0,47
O50444,2025-04-29,C10073,Repeat,Paid Social,Midwest,P1013,Loungewear,Relaxed Jogger,85.0,3,,242.25,369.0,79
O50445,2025-11-23,C10236,Repeat,Web,South,P1012,Loungewear,Soft Set,78.0,1,0.1,70.2,321.0,81
O50445,2025-11-23,C10236,Repeat,Web,South,P1013,Loungewear,Relaxed Jogger,85.0,2,0.0,170.0,367.0,79
O50446,2025-08-24,C10130,VIP,Email Campaign,South,P1014,Loungewear,Cozy Hoodie,117.0,1,0.15,99.45,87.0,49
O50447,2025-12-08,C10130,VIP,Organic Search,Northeast,P1008,Outerwear,Transit Coat,252.88,3,0.1,682.78,344.0,47
O50447,2025-12-08,C10130,VIP,Organic Search,Northeast,P1005,Bottoms,Weekend Skirt,109.0,1,0.0,109.0,220.0,41
O50447,2025-12-08,C10130,VIP,Organic Search,Northeast,P1012,Loungewear,Soft Set,84.24,1,0.0,84.24,320.0,81
O50448,2025-08-27,C10004,Repeat,Organic Search,South,P1006,Outerwear,Commuter Blazer,150.0,2,0.0,300.0,347.0,51
O50449,2025-12-13,C10147,VIP,Mobile App,Northeast,P1010,Dresses,Shift Dress,142.0,1,0.1,127.8,272.0,75
O50449,2025-12-13,C10147,VIP,Mobile App,Northeast,P1000,Tops,Classic Tee,78.0,3,0.15,198.9,186.0,49
O50450,2025-03-22,C10279,New,Organic Search,South,P1010,Dresses,Shift Dress,142.0,1,0.05,134.9,271.0,75
O50451,2025-08-15,C10037,VIP,Web,Northeast,P1003,Bottoms,Tailored Pant,89.0,3,0.05,253.65,343.0,61
O50452,2025-10-28,C10176,VIP,Organic Search,West,P1003,Bottoms,Tailored Pant,89.0,2,0.0,178.0,341.0,61
O50452,2025-10-28,C10176,VIP,Organic Search,West,P1009,Dresses,Wrap Dress,160.0,4,0.1,576.0,201.0,40
O50452,2025-10-28,C10176,VIP,Organic Search,,P1002,Tops,Everyday Shirt,71.0,2,0.0,142.0,168.0,67
O50453,2025-11-24,C10153,Repeat,Email Campaign,Northeast,P1007,Outerwear,Layer Jacket,227.36,4,0.15,773.02,240.0,40
O50454,2025-12-20,C10217,Repeat,Organic Search,South,P1009,Dresses,Wrap Dress,160.0,1,0.0,160.0,200.0,40
O50455,2025-08-22,C10128,Repeat,Email Campaign,Midwest,P1001,Tops,Air Tunic,62.0,1,0.1,55.8,97.0,72
O50455,2025-08-22,C10128,Repeat,Email Campaign,Midwest,P1010,Dresses,Shift Dress,142.0,1,0.15,120.7,270.0,75
O50455,2025-08-22,C10128,Repeat,Email Campaign,Midwest,P1011,Dresses,Travel Dress,141.0,4,0.2,451.2,135.0,77
