order_id,order_date,customer_id,customer_segment,sales_channel,region,product_id,category,product_name,unit_price,quantity,discount_pct,revenue,inventory_on_hand,reorder_level,inventory_status,month,first_purchase_date,customer_tenure_days,is_repeat_customer,avg_unit_revenue
O50235,2025-12-31,C10330,Repeat,Web,Northeast,P1014,Loungewear,Cozy Hoodie,126.36,2,0.05,240.08,114.0,49,Healthy,2025-12,2025-01-31,334,True,120.04
O50236,2025-08-18,C10251,Repeat,Mobile App,South,P1007,Outerwear,Layer Jacket,196.0,1,0.1,176.4,276.0,40,Healthy,2025-08,2025-04-13,127,True,176.4
O50237,2025-01-09,C10405,Repeat,Web,Midwest,P1014,Loungewear,Cozy Hoodie,126.36,2,0.1,227.45,112.0,49,Healthy,2025-01,2025-01-09,0,False,113.72
O50238,2025-05-31,C10047,Repeat,Web,South,P1010,Dresses,Shift Dress,159.04,1,0.1,143.14,318.0,75,Healthy,2025-05,2025-05-01,30,True,143.14
O50238,2025-05-31,C10047,Repeat,Web,South,P1013,Loungewear,Relaxed Jogger,85.0,3,0.1,229.5,402.0,79,Healthy,2025-05,2025-05-01,30,True,76.5
O50239,2025-07-27,C10113,Repeat,Organic Search,West,P1006,Outerwear,Commuter Blazer,150.0,1,0.05,142.5,386.0,51,Healthy,2025-07,2025-04-13,105,True,142.5
O50240,2025-05-05,C10354,New,Paid Social,South,P1007,Outerwear,Layer Jacket,196.0,2,0.05,372.4,274.0,40,Healthy,2025-05,2025-05-01,4,True,186.2
O50241,2025-12-06,C10156,Repeat,Organic Search,West,P1009,Dresses,Wrap Dress,160.0,1,0.0,160.0,236.0,40,Healthy,2025-12,2025-08-17,111,True,160.0
O50242,2025-07-08,C10297,Repeat,Organic Search,West,P1010,Dresses,Shift Dress,159.04,1,0.1,143.14,317.0,75,Healthy,2025-07,2025-07-08,0,False,143.14
O50243,2025-10-11,C10242,Repeat,Web,West,P1005,Bottoms,Weekend Skirt,109.0,2,0.05,207.1,249.0,41,Healthy,2025-10,2025-02-04,249,True,103.55
O50244,2025-06-26,C10271,New,Mobile App,West,P1000,Tops,Classic Tee,78.0,1,0.0,78.0,209.0,49,Healthy,2025-06,2025-04-26,61,True,78.0
O50244,2025-06-26,C10271,New,Mobile App,West,P1008,Outerwear,Transit Coat,218.0,3,0.0,654.0,379.0,47,Healthy,2025-06,2025-04-26,61,True,218.0
O50245,2025-10-09,C10217,VIP,Mobile App,West,P1009,Dresses,Wrap Dress,160.0,2,0.05,304.0,234.0,40,Healthy,2025-10,2025-02-28,223,True,152.0
O50245,2025-10-09,C10217,VIP,Mobile App,West,P1006,Outerwear,Commuter Blazer,174.0,2,0.2,278.4,384.0,51,Healthy,2025-10,2025-02-28,223,True,139.2
O50246,2025-06-30,C10169,Repeat,Mobile App,South,P1010,Dresses,Shift Dress,159.04,2,0.1,286.27,315.0,75,Healthy,2025-06,2025-01-15,166,True,143.14
O50247,2025-08-21,C10359,New,Web,West,P1010,Dresses,Shift Dress,142.0,3,0.0,426.0,312.0,75,Healthy,2025-08,2025-06-08,74,True,142.0
O50248,2025-06-06,C10138,Repeat,Web,West,P1007,Outerwear,Layer Jacket,196.0,1,0.15,166.6,273.0,40,Healthy,2025-06,2025-06-06,0,False,166.6
O50248,2025-06-06,C10138,Repeat,Web,West,P1000,Tops,Classic Tee,78.0,1,0.05,74.1,208.0,49,Healthy,2025-06,2025-06-06,0,False,74.1
O50249,2025-04-29,C10128,Repeat,Mobile App,West,P1005,Bottoms,Weekend Skirt,109.0,1,0.0,109.0,248.0,41,Healthy,2025-04,2025-04-11,18,True,109.0
O50249,2025-04-29,C10128,Repeat,Mobile App,Unknown,P1009,Dresses,Wrap Dress,179.2,2,0.15,304.64,232.0,40,Healthy,2025-04,2025-04-11,18,True,152.32
O50250,2025-04-09,C10061,New,Paid Social,South,P1008,Outerwear,Transit Coat,218.0,1,0.0,218.0,378.0,47,Healthy,2025-04,2025-01-04,95,True,218.0
O50250,2025-04-09,C10061,New,Paid Social,South,P1005,Bottoms,Weekend Skirt,109.0,1,0.1,98.1,247.0,41,Healthy,2025-04,2025-01-04,95,True,98.1
O50251,2025-03-03,C10161,Repeat,Web,West,P1007,Outerwear,Layer Jacket,196.0,2,0.1,352.8,271.0,40,Healthy,2025-03,2025-03-03,0,False,176.4
O50252,2025-10-02,C10380,VIP,Paid Social,South,P1011,Dresses,Travel Dress,141.0,4,0.1,507.6,182.0,77,Healthy,2025-10,2025-08-14,49,True,126.9
O50253,2025-12-20,C10390,VIP,Mobile App,West,P1006,Outerwear,Commuter Blazer,174.0,2,0.05,330.6,382.0,51,Healthy,2025-12,2025-02-09,314,True,165.3
O50254,2025-04-09,C10094,New,Web,West,P1013,Loungewear,Relaxed Jogger,85.0,4,0.1,306.0,398.0,79,Healthy,2025-04,2025-01-27,72,True,76.5
O50255,2025-09-05,C10110,VIP,Web,Midwest,P1006,Outerwear,Commuter Blazer,174.0,1,0.1,156.6,381.0,51,Healthy,2025-09,2025-04-30,128,True,156.6
O50256,2025-10-29,C10141,VIP,Web,Midwest,P1002,Tops,Everyday Shirt,71.0,1,0.05,67.45,207.0,67,Healthy,2025-10,2025-10-12,17,True,67.45
O50257,2025-09-26,C10389,VIP,Organic Search,South,P1006,Outerwear,Commuter Blazer,174.0,1,0.0,174.0,380.0,51,Healthy,2025-09,2025-01-27,242,True,174.0
O50257,2025-09-26,C10389,VIP,Organic Search,South,P1014,Loungewear,Cozy Hoodie,117.0,1,0.05,111.15,111.0,49,Healthy,2025-09,2025-01-27,242,True,111.15
O50258,2025-05-25,C10305,Repeat,Organic Search,South,P1006,Outerwear,Commuter Blazer,150.0,1,0.0,150.0,379.0,51,Healthy,2025-05,2025-01-11,134,True,150.0
O50259,2025-04-10,C10051,New,Web,Midwest,P1002,Tops,Everyday Shirt,71.0,1,0.0,71.0,206.0,67,Healthy,2025-04,2025-04-10,0,False,71.0
O50259,2025-04-10,C10051,New,Web,Midwest,P1007,Outerwear,Layer Jacket,196.0,3,0.05,558.6,268.0,40,Healthy,2025-04,2025-04-10,0,False,186.2
O50260,2025-04-27,C10151,Repeat,Web,West,P1001,Tops,Air Tunic,62.0,1,0.05,58.9,123.0,72,Healthy,2025-04,2025-01-12,105,True,58.9
O50261,2025-04-02,C10184,Repeat,Email Campaign,South,P1013,Loungewear,Relaxed Jogger,85.0,2,0.1,153.0,396.0,79,Healthy,2025-04,2025-04-02,0,False,76.5
O50262,2025-01-08,C10154,New,Mobile App,Midwest,P1007,Outerwear,Layer Jacket,196.0,2,0.05,372.4,266.0,40,Healthy,2025-01,2025-01-08,0,False,186.2
O50262,2025-01-08,C10154,New,Mobile App,Midwest,P1005,Bottoms,Weekend Skirt,109.0,1,0.0,109.0,246.0,41,Healthy,2025-01,2025-01-08,0,False,109.0
O50263,2025-10-01,C10362,Repeat,Mobile App,Midwest,P1005,Bottoms,Weekend Skirt,109.0,2,0.1,196.2,244.0,41,Healthy,2025-10,2025-10-01,0,False,98.1
O50263,2025-10-01,C10362,Repeat,Mobile App,Midwest,P1011,Dresses,Travel Dress,141.0,4,0.05,535.8,77.0,77,Low Stock Risk,2025-10,2025-10-01,0,False,133.95
O50264,2025-05-21,C10064,Repeat,Web,South,P1009,Dresses,Wrap Dress,179.2,2,0.0,358.4,230.0,40,Healthy,2025-05,2025-05-21,0,False,179.2
O50264,2025-05-21,C10064,Repeat,Web,South,P1007,Outerwear,Layer Jacket,196.0,2,0.0,372.4,264.0,40,Healthy,2025-05,2025-05-21,0,False,186.2
O50264,2025-05-21,C10064,Repeat,Web,South,P1004,Bottoms,Easy Trouser,116.0,1,0.1,104.4,173.0,79,Healthy,2025-05,2025-05-21,0,False,104.4
O50265,2025-01-28,C10023,New,Web,West,P1001,Tops,Air Tunic,62.0,1,0.0,62.0,122.0,72,Healthy,2025-01,2025-01-20,8,True,62.0
O50266,2025-05-30,C10283,VIP,Web,Northeast,P1007,Outerwear,Layer Jacket,196.0,1,0.0,196.0,263.0,40,Healthy,2025-05,2025-01-11,139,True,196.0
O50267,2025-03-06,C10357,Repeat,Web,West,P1013,Loungewear,Relaxed Jogger,85.0,3,0.0,255.0,393.0,79,Healthy,2025-03,2025-03-06,0,False,85.0
O50268,2025-09-09,C10326,Repeat,Email Campaign,Midwest,P1010,Dresses,Shift Dress,142.0,2,0.15,241.4,310.0,75,Healthy,2025-09,2025-04-30,132,True,120.7
O50269,2025-01-07,C10052,New,Paid Social,Midwest,P1012,Loungewear,Soft Set,84.24,2,0.0,168.48,350.0,81,Healthy,2025-01,2025-01-07,0,False,84.24
O50270,2025-05-26,C10293,Repeat,Email Campaign,West,P1002,Tops,Everyday Shirt,71.0,1,0.2,56.8,205.0,67,Healthy,2025-05,2025-03-12,75,True,56.8
O50270,2025-05-26,C10293,Repeat,Email Campaign,West,P1011,Dresses,Travel Dress,157.92,2,0.15,268.46,176.0,77,Healthy,2025-05,2025-03-12,75,True,134.23
O50271,2025-09-03,C10240,New,Web,West,P1007,Outerwear,Layer Jacket,227.36,1,0.1,204.62,262.0,40,Healthy,2025-09,2025-01-10,236,True,204.62
O50272,2025-06-24,C10225,VIP,Paid Social,Northeast,P1004,Bottoms,Easy Trouser,116.0,1,0.0,116.0,172.0,79,Healthy,2025-06,2025-02-04,140,True,116.0
O50273,2025-01-27,C10094,Repeat,Web,South,P1014,Loungewear,Cozy Hoodie,126.36,1,0.05,120.04,110.0,49,Healthy,2025-01,2025-01-27,0,False,120.04
O50274,2025-09-02,C10129,Repeat,Web,Northeast,P1008,Outerwear,Transit Coat,252.88,1,0.05,240.24,377.0,47,Healthy,2025-09,2025-01-09,236,True,240.24
O50275,2025-02-03,C10058,New,Organic Search,Midwest,P1002,Tops,Everyday Shirt,71.0,2,0.05,134.9,203.0,67,Healthy,2025-02,2025-02-03,0,False,67.45
O50275,2025-02-03,C10058,New,Organic Search,Midwest,P1009,Dresses,Wrap Dress,160.0,1,0.15,136.0,229.0,40,Healthy,2025-02,2025-02-03,0,False,136.0
O50275,2025-02-03,C10058,New,Organic Search,Midwest,P1010,Dresses,Shift Dress,142.0,4,0.1,511.2,306.0,75,Healthy,2025-02,2025-02-03,0,False,127.8
O50276,2025-09-09,C10205,New,Email Campaign,Northeast,P1014,Loungewear,Cozy Hoodie,117.0,1,0.2,93.6,109.0,49,Healthy,2025-09,2025-01-27,225,True,93.6
O50277,2025-10-23,C10037,Repeat,Paid Social,South,P1000,Tops,Classic Tee,78.0,1,0.0,78.0,207.0,49,Healthy,2025-10,2025-02-11,254,True,78.0
O50278,2025-12-18,C10322,Repeat,Paid Social,West,P1009,Dresses,Wrap Dress,160.0,1,0.05,152.0,228.0,40,Healthy,2025-12,2025-01-14,338,True,152.0
O50279,2025-03-19,C10027,Repeat,Paid Social,West,P1000,Tops,Classic Tee,78.0,4,0.0,312.0,203.0,49,Healthy,2025-03,2025-03-19,0,False,78.0
O50280,2025-10-16,C10076,VIP,Mobile App,South,P1003,Bottoms,Tailored Pant,89.0,1,0.05,84.55,370.0,61,Healthy,2025-10,2025-03-26,204,True,84.55
O50281,2025-02-13,C10155,New,Mobile App,Northeast,P1010,Dresses,Shift Dress,142.0,2,0.05,269.8,304.0,75,Healthy,2025-02,2025-02-13,0,False,134.9
O50281,2025-02-13,C10155,New,Mobile App,Northeast,P1012,Loungewear,Soft Set,84.24,1,0.0,84.24,349.0,81,Healthy,2025-02,2025-02-13,0,False,84.24
O50282,2025-03-02,C10127,New,Mobile App,Midwest,P1006,Outerwear,Commuter Blazer,150.0,1,0.0,150.0,378.0,51,Healthy,2025-03,2025-02-28,2,True,150.0
O50283,2025-08-02,C10285,Repeat,Paid Social,South,P1006,Outerwear,Commuter Blazer,150.0,2,0.15,255.0,376.0,51,Healthy,2025-08,2025-06-02,61,True,127.5
O50284,2025-11-02,C10310,Repeat,Web,South,P1011,Dresses,Travel Dress,141.0,1,0.0,141.0,175.0,77,Healthy,2025-11,2025-02-28,247,True,141.0
O50285,2025-11-13,C10404,Repeat,Paid Social,Northeast,P1007,Outerwear,Layer Jacket,227.36,3,0.1,613.87,259.0,40,Healthy,2025-11,2025-05-02,195,True,204.62
O50285,2025-11-13,C10404,Repeat,Paid Social,Northeast,P1001,Tops,Air Tunic,62.0,1,0.1,55.8,121.0,72,Healthy,2025-11,2025-05-02,195,True,55.8
O50286,2025-09-25,C10115,Repeat,Web,Unknown,P1011,Dresses,Travel Dress,141.0,1,0.1,126.9,174.0,77,Healthy,2025-09,2025-02-28,209,True,126.9
O50287,2025-08-19,C10194,VIP,Email Campaign,West,P1007,Outerwear,Layer Jacket,196.0,2,0.15,333.2,257.0,40,Healthy,2025-08,2025-06-17,63,True,166.6
O50288,2025-06-02,C10226,Repeat,Mobile App,South,P1001,Tops,Air Tunic,62.0,1,0.05,58.9,120.0,72,Healthy,2025-06,2025-03-01,93,True,58.9
O50289,2025-08-08,C10301,VIP,Web,West,P1006,Outerwear,Commuter Blazer,150.0,2,0.0,300.0,374.0,51,Healthy,2025-08,2025-06-15,54,True,150.0
O50289,2025-08-08,C10301,VIP,Web,West,P1011,Dresses,Travel Dress,141.0,2,0.2,225.6,172.0,77,Healthy,2025-08,2025-06-15,54,True,112.8
O50289,2025-08-08,C10301,VIP,Web,West,P1009,Dresses,Wrap Dress,160.0,2,0.0,320.0,226.0,40,Healthy,2025-08,2025-06-15,54,True,160.0
O50290,2025-10-19,C10156,Repeat,Email Campaign,Midwest,P1000,Tops,Classic Tee,78.0,1,0.0,66.3,202.0,49,Healthy,2025-10,2025-08-17,63,True,66.3
O50291,2025-01-31,C10317,Repeat,Email Campaign,Northeast,P1004,Bottoms,Easy Trouser,116.0,1,0.15,98.6,171.0,79,Healthy,2025-01,2025-01-31,0,False,98.6
O50291,2025-01-31,C10317,Repeat,Email Campaign,Northeast,P1001,Tops,Air Tunic,62.0,1,0.1,55.8,119.0,72,Healthy,2025-01,2025-01-31,0,False,55.8
O50292,2025-02-20,C10312,Repeat,Paid Social,West,P1011,Dresses,Travel Dress,141.0,1,0.15,119.85,171.0,77,Healthy,2025-02,2025-02-20,0,False,119.85
O50293,2025-04-17,C10390,Repeat,Email Campaign,Midwest,P1012,Loungewear,Soft Set,78.0,1,0.15,66.3,348.0,81,Healthy,2025-04,2025-02-09,67,True,66.3
O50293,2025-04-17,C10390,Repeat,Email Campaign,Midwest,P1002,Tops,Everyday Shirt,71.0,1,0.2,56.8,202.0,67,Healthy,2025-04,2025-02-09,67,True,56.8
O50294,2025-04-19,C10320,Repeat,Web,Midwest,P1013,Loungewear,Relaxed Jogger,85.0,1,0.1,76.5,392.0,79,Healthy,2025-04,2025-04-19,0,False,76.5
O50295,2025-12-05,C10135,Repeat,Web,Midwest,P1012,Loungewear,Soft Set,84.24,3,0.15,214.81,345.0,81,Healthy,2025-12,2025-01-20,319,True,71.6
O50295,2025-12-05,C10135,Repeat,Web,Midwest,P1011,Dresses,Travel Dress,141.0,2,0.0,282.0,169.0,77,Healthy,2025-12,2025-01-20,319,True,141.0
O50295,2025-12-05,C10135,Repeat,Web,Midwest,P1006,Outerwear,Commuter Blazer,174.0,1,0.0,174.0,373.0,51,Healthy,2025-12,2025-01-20,319,True,174.0
O50296,2025-03-22,C10041,New,Organic Search,South,P1009,Dresses,Wrap Dress,160.0,1,0.05,152.0,225.0,40,Healthy,2025-03,2025-01-24,57,True,152.0
O50297,2025-03-30,C10122,New,Mobile App,West,P1004,Bottoms,Easy Trouser,116.0,1,0.2,92.8,170.0,79,Healthy,2025-03,2025-03-30,0,False,92.8
O50297,2025-03-30,C10122,New,Mobile App,West,P1014,Loungewear,Cozy Hoodie,117.0,2,0.0,234.0,107.0,49,Healthy,2025-03,2025-03-30,0,False,117.0
O50298,2025-02-08,C10282,New,Organic Search,West,P1014,Loungewear,Cozy Hoodie,126.36,1,0.0,126.36,106.0,49,Healthy,2025-02,2025-02-08,0,False,126.36
O50299,2025-01-02,C10080,New,Web,Midwest,P1004,Bottoms,Easy Trouser,116.0,2,0.2,185.6,168.0,79,Healthy,2025-01,2025-01-02,0,False,92.8
O50300,2025-08-19,C10209,Repeat,Email Campaign,West,P1010,Dresses,Shift Dress,142.0,1,0.2,113.6,303.0,75,Healthy,2025-08,2025-03-01,171,True,113.6
O50300,2025-08-19,C10209,Repeat,Email Campaign,West,P1013,Loungewear,Relaxed Jogger,85.0,3,0.2,204.0,389.0,79,Healthy,2025-08,2025-03-01,171,True,68.0
O50300,2025-08-19,C10209,Repeat,Email Campaign,West,P1012,Loungewear,Soft Set,78.0,1,0.15,66.3,344.0,81,Healthy,2025-08,2025-03-01,171,True,66.3
O50301,2025-11-01,C10352,New,Organic Search,West,P1009,Dresses,Wrap Dress,160.0,1,0.1,144.0,224.0,40,Healthy,2025-11,2025-01-03,302,True,144.0
O50301,2025-11-01,C10352,New,Organic Search,West,P1008,Outerwear,Transit Coat,252.88,2,0.05,480.47,375.0,47,Healthy,2025-11,2025-01-03,302,True,240.24
O50302,2025-05-30,C10240,Repeat,Mobile App,Northeast,P1001,Tops,Air Tunic,62.0,1,0.1,55.8,118.0,72,Healthy,2025-05,2025-01-10,140,True,55.8
O50303,2025-04-29,C10016,Repeat,Email Campaign,South,P1010,Dresses,Shift Dress,159.04,3,0.15,405.55,300.0,75,Healthy,2025-04,2025-04-29,0,False,135.18
O50304,2025-12-28,C10147,VIP,Organic Search,Midwest,P1012,Loungewear,Soft Set,84.24,1,0.1,75.82,343.0,81,Healthy,2025-12,2025-02-10,321,True,75.82
O50304,2025-12-28,C10147,VIP,Organic Search,Midwest,P1005,Bottoms,Weekend Skirt,109.0,1,0.05,103.55,243.0,41,Healthy,2025-12,2025-02-10,321,True,103.55
O50305,2025-12-26,C10144,VIP,Web,Northeast,P1012,Loungewear,Soft Set,84.24,1,0.0,84.24,81.0,81,Low Stock Risk,2025-12,2025-06-02,207,True,84.24
O50305,2025-12-26,C10144,VIP,Web,Northeast,P1010,Dresses,Shift Dress,142.0,1,0.0,142.0,299.0,75,Healthy,2025-12,2025-06-02,207,True,142.0
O50306,2025-02-06,C10232,New,Organic Search,Northeast,P1012,Loungewear,Soft Set,84.24,3,0.05,240.08,339.0,81,Healthy,2025-02,2025-02-06,0,False,80.03
O50307,2025-04-30,C10351,Repeat,Web,Northeast,P1009,Dresses,Wrap Dress,179.2,1,0.0,179.2,223.0,40,Healthy,2025-04,2025-04-30,0,False,179.2
O50307,2025-04-30,C10351,Repeat,Web,Northeast,P1005,Bottoms,Weekend Skirt,109.0,3,0.0,327.0,240.0,41,Healthy,2025-04,2025-04-30,0,False,109.0
O50307,2025-04-30,C10351,Repeat,Web,Northeast,P1004,Bottoms,Easy Trouser,116.0,1,0.1,104.4,167.0,79,Healthy,2025-04,2025-04-30,0,False,104.4
O50308,2025-11-17,C10135,Repeat,Email Campaign,West,P1003,Bottoms,Tailored Pant,89.0,4,0.15,302.6,366.0,61,Healthy,2025-11,2025-01-20,301,True,75.65
O50309,2025-12-05,C10301,Repeat,Mobile App,Northeast,P1001,Tops,Air Tunic,62.0,1,0.0,62.0,117.0,72,Healthy,2025-12,2025-06-15,173,True,62.0
O50309,2025-12-05,C10301,Repeat,Mobile App,Northeast,P1013,Loungewear,Relaxed Jogger,91.8,2,0.05,174.42,387.0,79,Healthy,2025-12,2025-06-15,173,True,87.21
O50310,2025-04-12,C10411,Repeat,Mobile App,Northeast,P1002,Tops,Everyday Shirt,71.0,1,0.0,71.0,201.0,67,Healthy,2025-04,2025-02-28,43,True,71.0
O50311,2025-02-28,C10217,Repeat,Organic Search,South,P1004,Bottoms,Easy Trouser,116.0,1,0.15,98.6,166.0,79,Healthy,2025-02,2025-02-28,0,False,98.6
O50311,2025-02-28,C10217,Repeat,Organic Search,South,P1005,Bottoms,Weekend Skirt,109.0,1,0.0,109.0,239.0,41,Healthy,2025-02,2025-02-28,0,False,109.0
O50312,2025-04-26,C10278,VIP,Email Campaign,South,P1012,Loungewear,Soft Set,78.0,2,0.1,140.4,337.0,81,Healthy,2025-04,2025-04-26,0,False,70.2
O50313,2025-03-18,C10331,Repeat,Mobile App,West,P1000,Tops,Classic Tee,78.0,1,0.1,70.2,201.0,49,Healthy,2025-03,2025-03-18,0,False,70.2
O50313,2025-03-18,C10331,Repeat,Mobile App,West,P1004,Bottoms,Easy Trouser,116.0,1,0.0,116.0,165.0,79,Healthy,2025-03,2025-03-18,0,False,116.0
O50314,2025-03-14,C10136,New,Mobile App,Midwest,P1011,Dresses,Travel Dress,141.0,1,0.1,126.9,168.0,77,Healthy,2025-03,2025-01-02,71,True,126.9
O50315,2025-01-31,C10036,New,Email Campaign,South,P1002,Tops,Everyday Shirt,71.0,3,0.15,181.05,198.0,67,Healthy,2025-01,2025-01-31,0,False,60.35
O50316,2025-06-07,C10084,Repeat,Web,West,P1007,Outerwear,Layer Jacket,196.0,2,0.05,372.4,255.0,40,Healthy,2025-06,2025-05-12,26,True,186.2
O50317,2025-10-19,C10304,Repeat,Organic Search,Midwest,P1002,Tops,Everyday Shirt,71.0,1,0.1,63.9,197.0,67,Healthy,2025-10,2025-09-17,32,True,63.9
O50318,2025-08-13,C10147,Repeat,Organic Search,South,P1013,Loungewear,Relaxed Jogger,85.0,1,0.05,80.75,386.0,79,Healthy,2025-08,2025-02-10,184,True,80.75
O50318,2025-08-13,C10147,Repeat,Organic Search,South,P1002,Tops,Everyday Shirt,71.0,1,0.0,71.0,196.0,67,Healthy,2025-08,2025-02-10,184,True,71.0
O50319,2025-08-28,C10063,Repeat,Web,South,P1002,Tops,Everyday Shirt,71.0,2,0.0,142.0,194.0,67,Healthy,2025-08,2025-05-26,94,True,71.0
O50320,2025-06-05,C10352,Repeat,Web,Northeast,P1011,Dresses,Travel Dress,157.92,3,0.05,450.07,165.0,77,Healthy,2025-06,2025-01-03,153,True,150.02
O50321,2025-07-26,C10358,Repeat,Web,Northeast,P1008,Outerwear,Transit Coat,218.0,1,0.0,218.0,374.0,47,Healthy,2025-07,2025-07-26,0,False,218.0
O50321,2025-07-26,C10358,Repeat,Web,Northeast,P1009,Dresses,Wrap Dress,179.2,2,0.0,358.4,221.0,40,Healthy,2025-07,2025-07-26,0,False,179.2
O50321,2025-07-26,C10358,Repeat,Web,Northeast,P1002,Tops,Everyday Shirt,71.0,1,0.15,60.35,193.0,67,Healthy,2025-07,2025-07-26,0,False,60.35
O50322,2025-09-14,C10139,Repeat,Email Campaign,South,P1001,Tops,Air Tunic,62.0,2,0.2,99.2,115.0,72,Healthy,2025-09,2025-03-05,193,True,49.6
O50323,2025-09-10,C10276,Repeat,Organic Search,West,P1006,Outerwear,Commuter Blazer,174.0,2,0.0,348.0,371.0,51,Healthy,2025-09,2025-02-11,211,True,174.0
O50323,2025-09-10,C10276,Repeat,Organic Search,West,P1002,Tops,Everyday Shirt,71.0,3,0.1,191.7,190.0,67,Healthy,2025-09,2025-02-11,211,True,63.9
O50324,2025-02-11,C10224,Repeat,Email Campaign,South,P1014,Loungewear,Cozy Hoodie,126.36,1,0.1,113.72,105.0,49,Healthy,2025-02,2025-02-11,0,False,113.72
O50324,2025-02-11,C10224,Repeat,Email Campaign,South,P1005,Bottoms,Weekend Skirt,109.0,1,0.2,87.2,238.0,41,Healthy,2025-02,2025-02-11,0,False,87.2
O50324,2025-02-11,C10224,Repeat,Email Campaign,South,P1009,Dresses,Wrap Dress,160.0,1,0.1,144.0,40.0,40,Low Stock Risk,2025-02,2025-02-11,0,False,144.0
O50325,2025-01-21,C10306,New,Email Campaign,Midwest,P1011,Dresses,Travel Dress,141.0,1,0.1,126.9,164.0,77,Healthy,2025-01,2025-01-21,0,False,126.9
O50325,2025-01-21,C10306,New,Email Campaign,Midwest,P1009,Dresses,Wrap Dress,160.0,1,0.1,144.0,219.0,40,Healthy,2025-01,2025-01-21,0,False,144.0
O50326,2025-06-15,C10221,Repeat,Email Campaign,West,P1010,Dresses,Shift Dress,159.04,1,0.2,127.23,298.0,75,Healthy,2025-06,2025-06-15,0,False,127.23
O50327,2025-05-09,C10309,Repeat,Mobile App,West,P1004,Bottoms,Easy Trouser,116.0,1,0.05,110.2,164.0,79,Healthy,2025-05,2025-05-09,0,False,110.2
O50327,2025-05-09,C10309,Repeat,Mobile App,West,P1013,Loungewear,Relaxed Jogger,85.0,1,0.15,72.25,385.0,79,Healthy,2025-05,2025-05-09,0,False,72.25
O50328,2025-02-16,C10013,New,Paid Social,Midwest,P1007,Outerwear,Layer Jacket,196.0,1,0.0,196.0,254.0,40,Healthy,2025-02,2025-02-16,0,False,196.0
O50329,2025-12-12,C10117,Repeat,Mobile App,West,P1013,Loungewear,Relaxed Jogger,91.8,4,0.05,348.84,381.0,79,Healthy,2025-12,2025-12-12,0,False,87.21
O50330,2025-10-28,C10294,VIP,Web,Northeast,P1008,Outerwear,Transit Coat,252.88,1,0.05,240.24,373.0,47,Healthy,2025-10,2025-02-07,263,True,240.24
O50331,2025-12-11,C10010,Repeat,Organic Search,West,P1002,Tops,Everyday Shirt,71.0,1,0.2,56.8,189.0,67,Healthy,2025-12,2025-11-15,26,True,56.8
O50332,2025-10-23,C10137,VIP,Paid Social,Midwest,P1011,Dresses,Travel Dress,141.0,4,0.2,451.2,160.0,77,Healthy,2025-10,2025-06-15,130,True,112.8
O50332,2025-10-23,C10137,VIP,Paid Social,Midwest,P1009,Dresses,Wrap Dress,160.0,1,0.05,152.0,218.0,40,Healthy,2025-10,2025-06-15,130,True,152.0
O50333,2025-03-31,C10020,VIP,Web,West,P1013,Loungewear,Relaxed Jogger,85.0,4,0.0,340.0,377.0,79,Healthy,2025-03,2025-01-16,74,True,85.0
O50333,2025-03-31,C10020,VIP,Web,West,P1004,Bottoms,Easy Trouser,116.0,1,0.05,110.2,163.0,79,Healthy,2025-03,2025-01-16,74,True,110.2
O50333,2025-03-31,C10020,VIP,Web,West,P1007,Outerwear,Layer Jacket,196.0,1,0.0,196.0,253.0,40,Healthy,2025-03,2025-01-16,74,True,196.0
O50334,2025-09-23,C10240,New,Organic Search,South,P1006,Outerwear,Commuter Blazer,174.0,1,0.15,147.9,370.0,51,Healthy,2025-09,2025-01-10,256,True,147.9
O50335,2025-08-15,C10333,Repeat,Web,Northeast,P1006,Outerwear,Commuter Blazer,150.0,1,0.0,150.0,369.0,51,Healthy,2025-08,2025-04-07,130,True,150.0
O50336,2025-04-03,C10142,Repeat,Organic Search,Northeast,P1004,Bottoms,Easy Trouser,116.0,2,0.1,208.8,161.0,79,Healthy,2025-04,2025-02-05,57,True,104.4
O50336,2025-04-03,C10142,Repeat,Organic Search,Northeast,P1012,Loungewear,Soft Set,78.0,1,0.05,74.1,336.0,81,Healthy,2025-04,2025-02-05,57,True,74.1
O50337,2025-08-12,C10299,Repeat,Mobile App,Midwest,P1012,Loungewear,Soft Set,78.0,2,0.0,156.0,334.0,81,Healthy,2025-08,2025-08-12,0,False,78.0
O50337,2025-08-12,C10299,Repeat,Mobile App,Midwest,P1009,Dresses,Wrap Dress,160.0,3,0.1,432.0,215.0,40,Healthy,2025-08,2025-08-12,0,False,144.0
O50338,2025-09-09,C10325,Repeat,Paid Social,Midwest,P1001,Tops,Air Tunic,62.0,2,0.0,124.0,113.0,72,Healthy,2025-09,2025-09-09,0,False,62.0
O50338,2025-09-09,C10325,Repeat,Paid Social,Midwest,P1008,Outerwear,Transit Coat,252.88,2,0.1,455.18,371.0,47,Healthy,2025-09,2025-09-09,0,False,227.59
O50339,2025-08-29,C10046,Repeat,Organic Search,Northeast,P1014,Loungewear,Cozy Hoodie,117.0,1,0.15,99.45,104.0,49,Healthy,2025-08,2025-02-13,197,True,99.45
